0;0.516944566808271;0.0
0;0.22689717154351663;0.0
0;-0.5380537929933438;0.0
0;0.7042332460406617;0.0
0;0.6885518867547387;0.0
0;-0.9250053526997817;0.0
1;-0.2728065135740996;1.0
1;-0.5568247746741721;1.0
2;-0.6971837535674132;0.5
2;0.12333261944170149;0.5
2;0.524484523798727;0.75
2;-0.9064518428395842;0.75
2;-0.5013089998097566;0.875
2;0.3763071549610377;0.375
2;0.7464427539179366;0.5
2;-0.5574497930010096;0.25
2;-0.45266004534480553;0.125
2;-0.4363154088625416;0.5625
2;-0.3212543830625423;0.65625
2;0.8467788320561114;0.5
2;0.2203624462256064;0.5
2;0.4595087187456133;0.25
2;0.3162038380171852;0.5
-
2;6;-0.9212897358863716
2;7;0.057141547609102394
3;7;0.5022630508780361
5;6;0.6389598426361744
5;7;0.971398741158122
1;8;0.9282658304909508
3;9;1.2357932654187151
9;10;2.697251669150664
10;6;-0.9213842104012258
8;11;1.0
3;11;0.07484095572493266
11;12;1.0
12;7;-0.9166756393408915
0;9;1.290167691303364
0;14;1.0
14;6;-0.2609480461850209
15;8;0.7058979459977923
4;12;0.7855475619977224
4;16;1.0
16;15;1.0
13;17;1.0
17;18;1.0
18;11;0.384476043254923
1;19;1.0
19;6;-0.806068820503901
20;7;0.020353738260566745
0;21;1.0
21;20;1.0
4;22;1
22;7;0.6101139784223188
16;22;0.9742010690132262
