0;-0.2947281966454083;0
0;0.37373852623215065;0
0;-0.43615669366818244;0
0;0.8371759521914452;0
0;0.3575472484743272;0
0;0.43345953361776646;0
1;-0.6054632363885926;1
1;-0.20278227213025124;1
2;-0.44011289251496843;0.5
-
0;6;0.13851460131795945
0;7;-0.015711573524993083
1;6;-0.8898968913891094
2;6;-0.2854787534322569
2;7;0.0710502997742466
3;6;-0.97384378691503
3;7;1.9785916043120828
4;6;0.6933061600308905
4;7;0.9612719417910078
5;6;-0.3653938954562095
5;7;0.1335217091672556
1;8;1
8;7;-0.7685033580735616
